case_id,source_path,output_glb,output_usdz,before_tris,after_tris,before_vertices,after_vertices,before_bytes,after_glb_bytes,after_usdz_bytes,before_bounds_m,after_anatomy_bounds_m,scale_factor,decimation_ratio,watertight_before,watertight_after,blender_used,usdz_status,validation_status,notes
public-prostate158-groundtruth-demo,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\public-prostate158-groundtruth-demo\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\public-prostate158-groundtruth-demo\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\public-prostate158-groundtruth-demo\model.usdz,265940,74894,132988,37641,5768740,171632,637273,"{""min"":[-0.02506,-0.020581,-0.024713],""max"":[0.026864,0.01684,0.017287]}","{""min"":[-0.025957,-0.018698,-0.021],""max"":[0.025955,0.018715,0.021]}",1.0,0.27537420082737873,4,5,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimated_265900_to_73222
public-prostate158-monai-inferred-demo,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\public-prostate158-monai-inferred-demo\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\public-prostate158-monai-inferred-demo\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\public-prostate158-monai-inferred-demo\model.usdz,109862,61350,55019,30909,2386596,150032,532047,"{""min"":[-0.016493,-0.01103,-0.019394],""max"":[0.017733,0.011047,0.017323]}","{""min"":[-0.01711,-0.010951,-0.018349],""max"":[0.017106,0.01095,0.018351]}",1.0,0.548778926186774,3,2,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimated_109330_to_59998
pv-case-001,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-001\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-001\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-001\model.usdz,63000,64672,31502,32486,122308,150052,545440,"{""min"":[-0.025104,-0.019308,-0.025239],""max"":[0.025952,0.01874,0.01928]}","{""min"":[-0.025505,-0.018994,-0.022224],""max"":[0.025505,0.018994,0.022224]}",1.0,1.0,4,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-002,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-002\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-002\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-002\model.usdz,63000,64778,31511,32417,123728,150996,543214,"{""min"":[-0.031615,-0.031242,-0.037096],""max"":[0.03165,0.025023,0.032437]}","{""min"":[-0.031603,-0.028101,-0.034723],""max"":[0.031603,0.028101,0.034723]}",1.0,1.0,3,12,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-003,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-003\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-003\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-003\model.usdz,63000,64770,31518,32417,121204,148448,541863,"{""min"":[-0.031272,-0.030342,-0.033376],""max"":[0.032488,0.02648,0.037631]}","{""min"":[-0.031852,-0.02838,-0.035458],""max"":[0.031852,0.02838,0.035458]}",1.0,1.0,3,12,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-004,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-004\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-004\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-004\model.usdz,59684,61600,29848,30834,112800,140612,505242,"{""min"":[-0.033574,-0.019359,-0.02725],""max"":[0.031837,0.018006,0.023688]}","{""min"":[-0.032688,-0.018665,-0.025463],""max"":[0.032688,0.018665,0.025463]}",1.0,1.0,4,12,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-005,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-005\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-005\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-005\model.usdz,58000,59666,28964,29947,112088,139796,499055,"{""min"":[-0.023248,-0.020502,-0.02312],""max"":[0.021132,0.018014,0.022681]}","{""min"":[-0.022176,-0.019239,-0.022885],""max"":[0.022176,0.019239,0.022885]}",1.0,1.0,3,6,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-006,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-006\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-006\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-006\model.usdz,61148,63029,30584,31551,116200,143728,516864,"{""min"":[-0.027763,-0.023387,-0.033744],""max"":[0.027378,0.024454,0.032139]}","{""min"":[-0.027555,-0.023902,-0.032933],""max"":[0.027555,0.023902,0.032933]}",1.0,1.0,4,11,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-007,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-007\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-007\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-007\model.usdz,59516,61444,29756,30748,115708,143336,505994,"{""min"":[-0.032052,-0.027456,-0.035432],""max"":[0.031228,0.028539,0.030504]}","{""min"":[-0.031622,-0.027973,-0.032936],""max"":[0.031622,0.027973,0.032936]}",1.0,1.0,4,12,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-008,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-008\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-008\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-008\model.usdz,58000,59672,29006,29990,113224,140848,501908,"{""min"":[-0.029949,-0.028626,-0.025479],""max"":[0.03012,0.025717,0.0195]}","{""min"":[-0.030013,-0.027141,-0.022487],""max"":[0.030013,0.027141,0.022487]}",1.0,1.0,3,7,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-009,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-009\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-009\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-009\model.usdz,62456,63808,31232,32080,108788,138812,494232,"{""min"":[-0.018018,-0.01352,-0.019991],""max"":[0.017402,0.012978,0.018372]}","{""min"":[-0.017697,-0.013243,-0.019173],""max"":[0.017697,0.013243,0.019173]}",1.0,1.0,4,4,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-010,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-010\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-010\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-010\model.usdz,62998,64540,31491,32409,121432,148592,530665,"{""min"":[-0.029382,-0.027687,-0.027971],""max"":[0.02688,0.025647,0.023023]}","{""min"":[-0.028123,-0.026651,-0.025496],""max"":[0.028123,0.026651,0.025496]}",1.0,1.0,4,7,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-011,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-011\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-011\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-011\model.usdz,60560,62414,30291,31239,117212,144768,514113,"{""min"":[-0.031231,-0.025538,-0.032645],""max"":[0.032729,0.023029,0.031361]}","{""min"":[-0.03196,-0.024267,-0.03199],""max"":[0.03196,0.024267,0.03199]}",1.0,1.0,3,12,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-012,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-012\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-012\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-012\model.usdz,62968,64514,31482,32401,122456,149904,533217,"{""min"":[-0.029721,-0.021769,-0.030712],""max"":[0.03007,0.02277,0.026269]}","{""min"":[-0.029879,-0.022254,-0.028487],""max"":[0.029879,0.022254,0.028487]}",1.0,1.0,4,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-013,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-013\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-013\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-013\model.usdz,58672,60332,29340,30318,111444,139164,493337,"{""min"":[-0.024678,-0.019892,-0.024132],""max"":[0.023099,0.017303,0.02377]}","{""min"":[-0.023871,-0.018581,-0.023945],""max"":[0.023871,0.018581,0.023945]}",1.0,1.0,4,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-014,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-014\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-014\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-014\model.usdz,62304,63958,31152,32127,118780,146356,522296,"{""min"":[-0.028545,-0.024168,-0.023743],""max"":[0.028874,0.022895,0.027252]}","{""min"":[-0.028695,-0.023517,-0.025497],""max"":[0.028695,0.023517,0.025497]}",1.0,1.0,4,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-015,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-015\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-015\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-015\model.usdz,58000,59672,29006,29990,110168,137848,489696,"{""min"":[-0.025556,-0.021165,-0.028389],""max"":[0.025216,0.019671,0.028592]}","{""min"":[-0.025371,-0.020403,-0.028488],""max"":[0.025371,0.020403,0.028488]}",1.0,1.0,3,7,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-016,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-016\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-016\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-016\model.usdz,58000,59860,29009,29960,112624,139960,496336,"{""min"":[-0.038221,-0.035865,-0.03751],""max"":[0.039419,0.032641,0.037382]}","{""min"":[-0.038799,-0.034231,-0.037436],""max"":[0.038799,0.034231,0.037436]}",1.0,1.0,2,11,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-017,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-017\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-017\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-017\model.usdz,58000,59668,29005,29975,111868,139276,499311,"{""min"":[-0.026369,-0.023217,-0.028903],""max"":[0.02691,0.018305,0.02808]}","{""min"":[-0.02662,-0.020745,-0.028489],""max"":[0.02662,0.020745,0.028489]}",1.0,1.0,2,6,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-018,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-018\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-018\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-018\model.usdz,62990,64556,31562,32270,124324,150492,538791,"{""min"":[-0.035187,-0.029092,-0.032423],""max"":[0.031692,0.028193,0.03643]}","{""min"":[-0.03341,-0.02862,-0.034413],""max"":[0.03341,0.02862,0.034413]}",1.0,1.0,2,12,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-019,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-019\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-019\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-019\model.usdz,58000,59924,28996,29989,110172,137468,492718,"{""min"":[-0.032838,-0.043872,-0.036066],""max"":[0.034911,0.035465,0.035916]}","{""min"":[-0.03386,-0.03965,-0.035988],""max"":[0.03386,0.03965,0.035988]}",1.0,1.0,3,10,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-020,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-020\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-020\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-020\model.usdz,59236,61113,29650,30587,112632,140396,501130,"{""min"":[-0.024631,-0.023364,-0.031966],""max"":[0.026007,0.022607,0.030959]}","{""min"":[-0.025301,-0.02297,-0.031457],""max"":[0.025301,0.02297,0.031457]}",1.0,1.0,3,11,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
